场景意图名称,环节,意图,产品ID,话术内容,关联变量(可留空),状态(online/offline)
套餐升档,营销推荐,营销推荐,"2025852442554, 20258522764129, 20258548147303, 20258521577411, 20258542265434, 20258554178151, 20258558746126, 20258517248899","请问这张卡是您平时主要用的吗？我看您现在是[uniProdGrade]元的套餐只有[voiceTotal]分钟通话和[totalFlow]GB流量，咱移动感恩回馈，现在套餐焕新了，焕新后可以提升到[flow]GB，通话[voice]分钟，现在办理，前两年每月额外再让您享受40GB国内通用流量（可共享）和500分钟国内通话扩容，合计每月就能用到[flow+giftFlow]GB流量和[voice+giftVoice]分钟通话（不含港澳台），这些副卡也能用。本来套餐原价每月[origPrice]元，两年内每月您只需交[reducePrice]元。而且我看您本机还没有宽带，可以再送您一条300M移动宽带和移动高清电视（含移动高清、IOT遥控器），而且还带了影视会员功能，能直接观看电视上带VIP标识的节目，包含电影、电视剧、少儿、综艺、纪录片五大专区。您放心，这个是不另外收费的；平时您自己办理300兆宽带就得30块钱，再加上高清电视也要20块钱，这两项加起来要50的，正常办理宽带+电视还要交调测费200块，您参加这个活动宽带、电视、点播五大专区都不花钱，而且安装时可暂时不用缴纳调测费用，这样三年就能给您省出来2000块钱，而且3年以后套餐档次不降低，宽带电视包括会员一直都是不花钱的，很划算。您说一下想要安装的位置，我先帮您查询一下覆盖情况。, 如果您不想办理宽带，也可以为您换成享受两年的会员权益，每月都能领取一个热门会员，如爱优腾、芒果TV、哔哩哔哩等。会员权益按自然月领取，两年到期自动取消，权益会不定期更新，具体使用规则及权益内容以领取界面为准，办理成功后您会收到提醒短信，次月您点击链接领取就可以。好多像您这样套餐的客户都申请了，我现在给您办上，下个账期就能用了。",,online
套餐升档,营销挽留,明确拒绝，不需要办理任何业务,"2025852442554, 20258522764129, 20258548147303, 20258521577411, 20258542265434, 20258554178151, 20258558746126, 20258517248899",这个您别担心哈，新优惠也还没给您办理，是因为我看您现在用的业务还不是最适合您的，正好可以申请一个优惠活动，您先听听看，毕竟每个月差不多的钱，可以用[flow+giftFlow]GB国内流量，千万不要错过优惠。,,online
套餐升档,营销挽留,仅当月不小心超出，以后不会,"2025852442554, 20258522764129, 20258548147303, 20258521577411, 20258542265434, 20258554178151, 20258558746126, 20258517248899",我明白，您这次确实是不小心使用超出的，很多客户都会有这种情况，因为咱们退费仅限这一次，如果后期再有超出情况就无法申请退还了，所以很多像您一样的客户都会根据自己的需求找一个适合自己的资费，现在正好有焕新活动，费用上没有增加太多，但有了更多的流量，以后出门用流量的地方也多了，不用总担心流量不够用或是超出的问题了，咱们都希望花小钱办大事，您说对吧。,,online
套餐升档,营销挽留,有另一张卡在用，这张卡是备用的,"2025852442554, 20258522764129, 20258548147303, 20258521577411, 20258542265434, 20258554178151, 20258558746126, 20258517248899",我能理解，现在大部分人的手机上都是两张卡，但一般过了优惠期就不再合适了，您都用了我们公司这么多年了，我们也是希望您能用的好，所以我们也是给您申请了更适合您的优惠活动，错过了就可惜了。,,online
套餐升档,营销挽留,现在套餐内分钟数和流量都用不完,"2025852442554, 20258522764129, 20258548147303, 20258521577411, 20258542265434, 20258554178151, 20258558746126, 20258517248899",听得出来，您是一位非常理性的消费者，咱们都希望您用的好。而这个焕新套餐优惠力度非常大，性价比很高，可能随时会下线，如果现在不办理，后期可能就没有了。,,online
套餐升档,营销挽留,现达量降速，对更改后流量超出扣费不满,"2025852442554, 20258522764129, 20258548147303, 20258521577411, 20258542265434, 20258554178151, 20258558746126, 20258517248899","我理解您的担心，给您推荐的这个已经是结合您的使用需求考虑进来了，您之前一个月大概使用**G（前三月均流量不含当月），这个新套餐里面有[flow+giftFlow]G,结合您原来的使用情况基本符合您的使用需求。最主要的是以后您都不限速了，您前期有时候发个微信就要等半天，这样以后不用担心降速之后网络卡顿给自己带来的烦恼了。",,online
套餐升档,营销挽留,用多少扣多少就行，别动套餐,"2025852442554, 20258522764129, 20258548147303, 20258521577411, 20258542265434, 20258554178151, 20258558746126, 20258517248899",能听出来您是不差钱的人，但既然您的电话打到我这边来了，从服务的角度来讲，更愿意给您找一个适合的资费，咱能省点就省点，大家挣钱都不容易，小钱省多了也就成大钱了，您说对吧。,,online
套餐升档,营销挽留,流量赠送的太多，用不完,"2025852442554, 20258522764129, 20258548147303, 20258521577411, 20258542265434, 20258554178151, 20258558746126, 20258517248899",咱现在也都是用5G手机了，后期用网的地方也越来越多，赠送也不会一直有，咱多备着点总比到时候不够用超出扣钱合适吧，咱流量多点儿，用起来也更畅快、放心些，您说对吧？现在刚好有焕新活动，优惠力度这么大，错过太可惜了。,,online
套餐升档,营销挽留,再考虑一下,"2025852442554, 20258522764129, 20258548147303, 20258521577411, 20258542265434, 20258554178151, 20258558746126, 20258517248899",您说要考虑考虑，看的出来您还是比较谨慎的，谨慎点也是好事，谁都希望自己用的套餐性价比是最合适的，您说对吧？这次活动确实非常划算，很多使用您这款套餐的客户都已经参加了，主要是这个活动随时会结束，如果错过真的就太可惜了，我赶紧申请上吧？,,online
套餐升档,营销挽留,去营业厅咨询/比较信任营业厅,"2025852442554, 20258522764129, 20258548147303, 20258521577411, 20258542265434, 20258554178151, 20258558746126, 20258517248899",您去营业厅咨询也是可以的，但是现在营业厅比较忙，去了一般都得排队/花时间找车位，咱大家现在生活节奏都很快，这样很浪费您的时间，为了更好的给您提供服务，我们线上也是可以为您办理的，我们这里全程都是有录音的，这既是对您权益的保障，也是对我服务的监管，请您放心。,,online
套餐升档,营销挽留,无异议不说话或沉默,"2025852442554, 20258522764129, 20258548147303, 20258521577411, 20258542265434, 20258554178151, 20258558746126, 20258517248899",您现在不说话相信您是在慎重思考这个套餐，您是对这个是有什么顾虑吗？（停顿），如果没有顾虑，咱都觉得挺合适，那我现在帮您申请一下吧？,,online
套餐升档,营销挽留,跟家人再商量一下,"2025852442554, 20258522764129, 20258548147303, 20258521577411, 20258542265434, 20258554178151, 20258558746126, 20258517248899",您说要跟家人商量一下，说明您平时和家人关系非常不错啊，家庭氛围真好，因为这个活动机会特别难得，相信您的家人也会觉得合适。这样可以添加下您的微信，您和您家人都可以通过这个微信咨询，也比较方便。,,online
套餐升档,场景切入,近3个月流量超套,"20250226816362, 20250226386694, 20250219084664, 20250226293830, 20250226154962, 20250219655833, 20250226873187, 20250226383458",我看您[lastedMonth]月流量用超[3MonthsOutFlowFee]元啦，您关注过吗？咱超出后[flowStandard]元/G，太贵了，我帮您优化一下，能为您节省不少费用呢，我简单给您说一下，您听听看？,,online
套餐升档,场景切入,其他,"20250226816362, 20250226386694, 20250219084664, 20250226293830, 20250226154962, 20250219655833, 20250226873187, 20250226383458",关注到您还是[internetAge]年的优质客户，正好您打过来了，我们可以给您申请个专享优惠，您听听看？,,online
套餐升档,营销推荐,营销推荐,"20250226816362, 20250226386694, 20250219084664, 20250226293830, 20250226154962, 20250219655833, 20250226873187, 20250226383458",请问这张卡是您平时主要用的吗？我看您现在是[uniProdGrade]元的套餐只有[voiceTotal]分钟通话和[totalFlow]GB流量，咱移动感恩回馈，现在套餐焕新了，焕新后可以提升到[flow]GB，通话[voice]分钟，现在办理，前两年每月额外再让您享受40GB国内通用流量（可共享）和500分钟国内通话扩容，合计每月就能用到[flow+giftFlow]GB流量和[voice+giftVoice]分钟通话（不含港澳台），这些副卡也能用。本来套餐原价每月[origPrice]元，两年内每月您只需交[reducePrice]元。关注到您用的宽带是[bandwidth]M的，这次也可以直接给您升级到500M宽带，到期恢复原带宽。如果您不想给给宽带提速，也可以为您换成享受两年的会员权益，每月都能领取一个热门会员，如爱优腾、芒果TV、哔哩哔哩等。会员权益按自然月领取，两年到期自动取消，权益会不定期更新，具体使用规则及权益内容以领取界面为准，办理成功后您会收到提醒短信，次月您点击链接领取就可以。好多像您这样套餐的客户都申请了，我现在给您办上，下个账期就能用了。,,online
